id,CVE,CVSS
2522,CVE-2022-32608,6.4
2523,CVE-2022-32609,6.4
2524,CVE-2022-32610,6.4
2525,CVE-2022-32611,6.7
2526,CVE-2022-32612,6.4
2527,CVE-2022-32613,6.4
2528,CVE-2022-32614,6.7
2529,CVE-2022-32615,6.7
2530,CVE-2022-32616,6.7
2531,CVE-2022-32617,6.8
2532,CVE-2022-32618,6.8
2533,CVE-2022-32619,6.7
2534,CVE-2022-32620,6.7
2535,CVE-2022-32621,6.4
2536,CVE-2022-32622,6.7
2537,CVE-2022-32623,6.7
2538,CVE-2022-32624,6.7
2539,CVE-2022-32625,6.7
2540,CVE-2022-32626,6.7
2541,CVE-2022-32628,6.7
2542,CVE-2022-32629,6.7
2543,CVE-2022-32630,6.7
2544,CVE-2022-32631,6.7
2545,CVE-2022-32632,6.7
2546,CVE-2022-32633,6.7
2547,CVE-2022-32634,6.7
2548,CVE-2022-32635,7.8
2549,CVE-2022-32636,6.7
2550,CVE-2022-32637,6.7
2551,CVE-2022-32638,6.4
2552,CVE-2022-32639,4.4
2553,CVE-2022-32640,6.7
2554,CVE-2022-32641,6.7
2555,CVE-2022-32642,6.4
2556,CVE-2022-32643,6.4
2557,CVE-2022-32644,6.4
2558,CVE-2022-32645,4.1
2559,CVE-2022-32646,6.7
2560,CVE-2022-32647,6.7
2561,CVE-2022-32648,6.4
2562,CVE-2022-32649,6.7
2563,CVE-2022-32650,6.7
2564,CVE-2022-32651,6.7
2565,CVE-2022-32652,6.7
2566,CVE-2022-32653,6.7
2567,CVE-2022-32654,6.7
2568,CVE-2022-32655,6.7
2569,CVE-2022-32656,6.7
2570,CVE-2022-32657,6.7
2571,CVE-2022-32658,6.7
2572,CVE-2022-32659,6.7
2573,CVE-2022-32663,7.5
2574,CVE-2022-32664,8.8
2575,CVE-2022-32665,9.8
2576,CVE-2022-32747,7.1
2577,CVE-2022-32748,8.1
2578,CVE-2022-32848,5.5
2579,CVE-2022-32857,4.3
2580,CVE-2022-32959,6.8
2581,CVE-2022-32960,6.8
2582,CVE-2022-32961,6.8
2583,CVE-2022-32962,6.8
2584,CVE-2022-32963,7.5
2585,CVE-2022-32964,9.8
2586,CVE-2022-33740,7.1
2587,CVE-2022-33741,7.1
2588,CVE-2022-33742,7.1
2589,CVE-2022-3384,7.2
2590,CVE-2022-33859,9.8
2591,CVE-2022-33915,7.0
2592,CVE-2022-33936,9.8
2593,CVE-2022-33994,3.0
2594,CVE-2022-34046,7.5
2595,CVE-2022-34257,6.1
2596,CVE-2022-34258,4.8
2597,CVE-2022-34469,8.1
2598,CVE-2022-34477,7.5
2599,CVE-2022-34767,9.8
2600,CVE-2022-34773,9.8
2601,CVE-2022-3480,7.5
2602,CVE-2022-34882,6.5
2603,CVE-2022-34883,8.8
2604,CVE-2022-35216,7.5
2605,CVE-2022-35217,7.8
2606,CVE-2022-35218,5.5
2607,CVE-2022-35219,5.5
2608,CVE-2022-35223,9.8
2609,CVE-2022-35224,6.1
2610,CVE-2022-35292,7.8
2611,CVE-2022-35298,6.1
2612,CVE-2022-3577,7.8
2613,CVE-2022-3586,5.5
2614,CVE-2022-36007,3.3
2615,CVE-2022-36063,9.8
2616,CVE-2022-36064,7.5
2617,CVE-2022-36070,7.3
2618,CVE-2022-36201,9.8
2619,CVE-2022-36401,8.8
2620,CVE-2022-36783,5.4
2621,CVE-2022-36784,9.8
2622,CVE-2022-36785,7.5
2623,CVE-2022-36859,4.8
2624,CVE-2022-3703,10.0
2625,CVE-2022-3704,5.4
2626,CVE-2022-37129,8.8
2627,CVE-2022-37397,9.8
2628,CVE-2022-3741,9.8
2629,CVE-2022-37616,9.8
2630,CVE-2022-37877,7.8
2631,CVE-2022-37878,7.2
2632,CVE-2022-37879,7.2
2633,CVE-2022-37880,7.2
2634,CVE-2022-37881,7.2
2635,CVE-2022-37882,7.2
2636,CVE-2022-37883,7.2
2637,CVE-2022-37884,7.5
2638,CVE-2022-38117,6.1
2639,CVE-2022-38118,8.8
2640,CVE-2022-38120,6.5
2641,CVE-2022-38121,6.5
2642,CVE-2022-38152,7.5
2643,CVE-2022-38153,5.9
2644,CVE-2022-38204,6.1
2645,CVE-2022-38206,6.1
2646,CVE-2022-38207,6.1
2647,CVE-2022-38209,6.1
2648,CVE-2022-38210,6.1
2649,CVE-2022-38467,6.1
2650,CVE-2022-38699,5.9
2651,CVE-2022-38778,6.5
2652,CVE-2022-39033,9.8
2653,CVE-2022-39039,9.8
2654,CVE-2022-3924,7.5
2655,CVE-2022-39250,7.5
2656,CVE-2022-39265,7.2
2657,CVE-2022-3927,9.8
2658,CVE-2022-39272,4.3
2659,CVE-2022-3928,5.5
2660,CVE-2022-3929,9.8
2661,CVE-2022-39324,3.5
2662,CVE-2022-39343,7.8
2663,CVE-2022-39381,5.5
2664,CVE-2022-39382,9.8
2665,CVE-2022-39399,3.7
2666,CVE-2022-40190,9.6
2667,CVE-2022-40299,7.8
2668,CVE-2022-40317,5.4
2669,CVE-2022-40697,4.8
2670,CVE-2022-40741,9.8
2671,CVE-2022-4110,4.8
2672,CVE-2022-41134,8.8
2673,CVE-2022-41273,6.1
2674,CVE-2022-41316,5.3
2675,CVE-2022-41352,9.8
2676,CVE-2022-4139,7.8
2677,CVE-2022-41552,9.8
2678,CVE-2022-41553,5.5
2679,CVE-2022-41607,7.5
2680,CVE-2022-41627,7.6
2681,CVE-2022-41919,8.8
2682,CVE-2022-41939,7.4
2683,CVE-2022-41989,9.8
2684,CVE-2022-42311,6.5
2685,CVE-2022-42312,6.5
2686,CVE-2022-42313,6.5
2687,CVE-2022-42314,6.5
2688,CVE-2022-42315,6.5
2689,CVE-2022-42316,6.5
2690,CVE-2022-42317,6.5
2691,CVE-2022-42318,6.5
2692,CVE-2022-42322,5.5
2693,CVE-2022-42323,5.5
2694,CVE-2022-42325,5.5
2695,CVE-2022-42326,5.5
2696,CVE-2022-42328,5.5
2697,CVE-2022-42329,5.5
2698,CVE-2022-42439,4.9
2699,CVE-2022-42467,5.3
2700,CVE-2022-42732,7.5
2701,CVE-2022-42733,7.5
2702,CVE-2022-42734,7.5
2703,CVE-2022-42891,7.5
2704,CVE-2022-42892,5.3
2705,CVE-2022-42893,7.5
2706,CVE-2022-43437,8.8
2707,CVE-2022-43455,6.5
2708,CVE-2022-43483,7.2
2709,CVE-2022-43492,8.8
2710,CVE-2022-43557,5.3
2711,CVE-2022-43565,8.8
2712,CVE-2022-43566,8.0
2713,CVE-2022-43673,4.7
2714,CVE-2022-43695,4.8
2715,CVE-2022-43765,7.5
2716,CVE-2022-4427,9.8
2717,CVE-2022-44643,8.8
2718,CVE-2022-44737,8.8
2719,CVE-2022-45061,7.5
2720,CVE-2022-45127,8.1
2721,CVE-2022-45403,6.5
2722,CVE-2022-45411,6.1
2723,CVE-2022-45808,9.8
2724,CVE-2022-45820,8.8
2725,CVE-2022-45875,9.8
2726,CVE-2022-46148,5.4
2727,CVE-2022-46169,9.8
2728,CVE-2022-46285,7.5
2729,CVE-2022-4634,7.8
2730,CVE-2022-46367,8.8
2731,CVE-2022-46368,8.8
2732,CVE-2022-46369,5.4
2733,CVE-2022-46370,7.5
2734,CVE-2022-46733,9.6
2735,CVE-2022-46862,8.8
2736,CVE-2022-4693,9.8
2737,CVE-2022-47395,8.1
2738,CVE-2022-47615,9.8
2739,CVE-2022-47911,7.2
2740,CVE-2022-47917,6.5
2741,CVE-2022-47952,3.3
2742,CVE-2022-48326,6.1
2743,CVE-2023-0038,6.1
2744,CVE-2023-0052,8.8
2745,CVE-2023-0257,9.8
2746,CVE-2023-0293,4.3
2747,CVE-2023-0294,4.3
2748,CVE-2023-0524,8.8
2749,CVE-2023-0690,7.1
2750,CVE-2023-0814,6.5
2751,CVE-2023-20602,6.7
2752,CVE-2023-20604,6.7
2753,CVE-2023-20605,4.4
2754,CVE-2023-20606,4.4
2755,CVE-2023-20607,6.4
2756,CVE-2023-20608,6.4
2757,CVE-2023-20609,4.4
2758,CVE-2023-20610,6.4
2759,CVE-2023-20611,6.4
2760,CVE-2023-20612,6.7
2761,CVE-2023-20613,6.7
2762,CVE-2023-20614,6.7
2763,CVE-2023-20615,6.7
2764,CVE-2023-20616,6.7
2765,CVE-2023-20618,6.7
2766,CVE-2023-20619,6.7
2767,CVE-2023-21447,3.3
2768,CVE-2023-21450,2.1
2769,CVE-2023-21830,5.3
2770,CVE-2023-21835,5.3
2771,CVE-2023-21843,3.7
2772,CVE-2023-22302,5.9
2773,CVE-2023-22389,6.5
2774,CVE-2023-22454,6.1
2775,CVE-2023-22455,6.1
2776,CVE-2023-22597,5.9
2777,CVE-2023-22884,9.8
2778,CVE-2023-23461,9.8
2779,CVE-2023-23462,9.8
2780,CVE-2023-23835,7.5
2781,CVE-2023-23946,7.5
2782,CVE-2023-23950,6.1
2783,CVE-2023-24058,4.3
2784,CVE-2023-24060,5.0
2785,CVE-2023-24804,4.4
2786,CVE-2023-24815,5.3
2787,CVE-2023-25065,8.8
2788,CVE-2023-25653,7.5
